FECHA,HORA,CAM,COY,CCA,HGM,MER,NEZ,PED,SAG,SFE,SJA,TLA,UAX,UIZ,XAL,,,,,,,,,,,,,,
17/10/2014,11,30,-99,53,75,82,41,44,50,51,61,51,52,63,-99,,,,,,,,,,,,,,
17/10/2014,12,44,-99,31,65,50,37,19,38,41,34,49,43,49,-99,,,,,,,,,,,,,,
17/10/2014,13,55,-99,37,31,56,36,63,33,6,23,60,43,56,-99,,,,,,,,,,,,,,
17/10/2014,14,33,-99,43,40,32,32,59,22,70,14,24,38,51,-99,,,,,,,,,,,,,,
17/10/2014,15,40,-99,27,34,26,15,32,35,63,10,20,22,40,-99,,,,,,,,,,,,,,
17/10/2014,16,27,-99,23,11,36,16,36,19,20,23,11,24,33,-99,,,,,,,,,,,,,,
17/10/2014,17,26,-99,17,22,19,20,16,11,6,7,12,32,17,-99,,,,,,,,,,,,,,
17/10/2014,18,17,-99,15,35,15,28,21,19,28,14,19,37,24,-99,,,,,,,,,,,,,,
17/10/2014,19,15,-99,22,12,24,10,20,15,9,19,14,19,-99,-99,,,,,,,,,,,,,,
17/10/2014,20,6,-99,18,24,20,1,13,33,11,15,14,13,12,-99,,,,,,,,,,,,,,
17/10/2014,21,20,-99,11,20,18,9,-99,8,8,14,13,20,21,-99,,,,,,,,,,,,,,
17/10/2014,22,18,-99,10,14,21,8,-99,1,21,17,21,12,13,-99,,,,,,,,,,,,,,
17/10/2014,23,6,-99,10,27,9,12,23,18,-99,5,12,10,19,-99,,,,,,,,,,,,,,
17/10/2014,24,26,-99,5,17,13,10,11,26,3,11,6,3,24,-99,,,,,,,,,,,,,,
18/10/2014,1,11,-99,10,19,18,20,15,19,11,22,11,12,21,-99,,,,,,,,,,,,,,
18/10/2014,2,8,-99,10,10,17,17,17,15,12,18,18,16,9,-99,,,,,,,,,,,,,,
18/10/2014,3,21,-99,21,17,15,15,14,19,19,12,19,18,19,-99,,,,,,,,,,,,,,
18/10/2014,4,13,-99,17,21,18,12,22,19,16,13,27,14,-99,-99,,,,,,,,,,,,,,
18/10/2014,5,17,-99,19,30,26,15,22,18,9,13,26,16,26,-99,,,,,,,,,,,,,,
18/10/2014,6,32,-99,20,26,18,17,13,28,2,18,33,22,8,-99,,,,,,,,,,,,,,
18/10/2014,7,36,-99,21,36,33,19,19,24,14,16,41,24,35,-99,,,,,,,,,,,,,,
18/10/2014,8,31,-99,23,40,36,17,13,23,20,25,36,25,18,-99,,,,,,,,,,,,,,
18/10/2014,9,28,-99,23,36,27,16,18,23,29,25,33,29,28,-99,,,,,,,,,,,,,,
18/10/2014,10,25,-99,28,35,42,26,39,20,23,16,29,33,30,-99,,,,,,,,,,,,,,
18/10/2014,11,16,-99,26,36,39,20,26,9,33,30,33,30,36,-99,,,,,,,,,,,,,,
18/10/2014,12,32,-99,24,35,17,8,36,12,24,5,23,26,26,-99,,,,,,,,,,,,,,
18/10/2014,13,20,-99,25,15,11,13,32,21,32,16,27,20,33,-99,,,,,,,,,,,,,,
18/10/2014,14,20,-99,19,23,36,34,18,4,29,7,28,32,45,-99,,,,,,,,,,,,,,
18/10/2014,15,14,-99,13,23,29,38,30,26,16,25,25,16,25,-99,,,,,,,,,,,,,,
18/10/2014,16,17,-99,14,24,22,27,23,5,17,20,14,21,26,-99,,,,,,,,,,,,,,
18/10/2014,17,29,-99,17,39,16,20,13,16,12,15,13,18,29,-99,,,,,,,,,,,,,,
18/10/2014,18,38,-99,10,10,11,22,21,10,20,22,21,18,20,-99,,,,,,,,,,,,,,
18/10/2014,19,3,-99,9,14,13,8,-99,13,9,8,9,12,13,-99,,,,,,,,,,,,,,
18/10/2014,20,27,-99,7,15,12,8,-99,20,6,7,14,6,23,-99,,,,,,,,,,,,,,
18/10/2014,21,4,-99,6,16,18,12,-99,12,6,11,16,10,15,-99,,,,,,,,,,,,,,
18/10/2014,22,18,-99,6,11,-99,9,-99,5,11,11,13,9,4,-99,,,,,,,,,,,,,,
18/10/2014,23,9,-99,7,10,-99,5,-99,-99,2,1,18,13,7,-99,,,,,,,,,,,,,,
18/10/2014,24,28,-99,10,11,10,2,-99,7,4,4,8,-99,6,-99,,,,,,,,,,,,,,
19/10/2014,1,-99,-99,8,9,13,4,-99,6,-99,7,10,-99,5,-99,,,,,,,,,,,,,,
19/10/2014,2,-99,-99,6,3,31,3,-99,-99,-99,2,6,5,6,-99,,,,,,,,,,,,,,
19/10/2014,3,-99,-99,1,3,11,5,-99,10,-99,2,2,1,13,-99,,,,,,,,,,,,,,
19/10/2014,4,-99,-99,1,6,-99,3,-99,3,-99,2,7,3,-99,-99,,,,,,,,,,,,,,
19/10/2014,5,-99,-99,1,5,14,3,-99,6,-99,5,8,4,-99,-99,,,,,,,,,,,,,,
19/10/2014,6,-99,-99,4,5,11,3,-99,-99,-99,8,8,4,13,-99,,,,,,,,,,,,,,
19/10/2014,7,-99,-99,3,4,17,6,-99,-99,-99,6,15,6,29,-99,,,,,,,,,,,,,,
19/10/2014,8,-99,-99,5,3,-99,6,-99,9,-99,7,6,9,1,-99,,,,,,,,,,,,,,
19/10/2014,9,-99,-99,3,7,8,4,-99,6,-99,-99,8,5,4,-99,,,,,,,,,,,,,,
19/10/2014,10,-99,-99,8,14,9,-99,-99,2,-99,-99,6,3,12,-99,,,,,,,,,,,,,,
19/10/2014,11,-99,-99,5,5,4,4,-99,6,-99,-99,10,-99,8,-99,,,,,,,,,,,,,,
19/10/2014,12,-99,-99,3,12,21,6,-99,14,-99,-99,9,2,3,-99,,,,,,,,,,,,,,
19/10/2014,13,-99,-99,6,7,-99,4,-99,27,-99,-99,7,10,9,-99,,,,,,,,,,,,,,
19/10/2014,14,-99,-99,7,16,12,5,-99,8,-99,7,10,7,6,-99,,,,,,,,,,,,,,
19/10/2014,15,-99,-99,6,12,17,5,-99,17,-99,9,9,10,11,-99,,,,,,,,,,,,,,
19/10/2014,16,-99,-99,8,14,-99,12,-99,1,-99,14,9,16,14,-99,,,,,,,,,,,,,,
19/10/2014,17,-99,-99,8,2,12,4,-99,7,-99,4,-99,10,1,-99,,,,,,,,,,,,,,
19/10/2014,18,-99,-99,7,15,10,5,-99,7,-99,8,-99,9,11,-99,,,,,,,,,,,,,,
19/10/2014,19,-99,-99,1,7,9,6,-99,-99,-99,10,-99,5,8,-99,,,,,,,,,,,,,,
19/10/2014,20,-99,-99,8,5,12,9,-99,-99,-99,9,7,9,6,-99,,,,,,,,,,,,,,
19/10/2014,21,-99,-99,7,8,5,4,-99,3,-99,6,4,5,11,-99,,,,,,,,,,,,,,
19/10/2014,22,-99,-99,2,8,9,3,-99,4,-99,4,11,12,-99,-99,,,,,,,,,,,,,,
19/10/2014,23,-99,-99,2,6,6,1,-99,1,-99,4,1,7,-99,-99,,,,,,,,,,,,,,
19/10/2014,24,-99,-99,3,6,8,4,-99,-99,-99,5,6,2,-99,-99,,,,,,,,,,,,,,
20/10/2014,1,6,-99,-99,6,1,-99,-99,-99,-99,2,4,4,-99,-99,,,,,,,,,,,,,,
20/10/2014,2,3,-99,3,8,4,-99,-99,-99,-99,7,4,4,-99,-99,,,,,,,,,,,,,,
20/10/2014,3,11,-99,1,6,12,-99,-99,-99,-99,2,4,-99,5,-99,,,,,,,,,,,,,,
20/10/2014,4,2,-99,3,9,10,-99,-99,-99,-99,3,7,-99,19,-99,,,,,,,,,,,,,,
20/10/2014,5,7,-99,3,7,14,-99,-99,-99,-99,4,6,8,12,-99,,,,,,,,,,,,,,
20/10/2014,6,11,-99,5,11,12,-99,-99,-99,-99,13,5,8,10,-99,,,,,,,,,,,,,,
20/10/2014,7,14,-99,5,11,19,-99,-99,-99,-99,19,14,9,7,-99,,,,,,,,,,,,,,
20/10/2014,8,16,-99,9,11,20,-99,-99,-99,-99,13,14,14,13,-99,,,,,,,,,,,,,,
20/10/2014,9,21,-99,13,14,14,-99,-99,-99,-99,4,9,16,17,-99,,,,,,,,,,,,,,
20/10/2014,10,26,-99,6,20,26,-99,-99,-99,-99,10,11,4,14,-99,,,,,,,,,,,,,,
20/10/2014,11,14,-99,6,10,10,-99,-99,-99,-99,7,8,13,28,-99,,,,,,,,,,,,,,
20/10/2014,12,30,-99,12,22,4,-99,-99,-99,-99,5,10,8,17,-99,,,,,,,,,,,,,,
20/10/2014,13,6,-99,7,7,23,-99,-99,-99,-99,5,-99,13,15,-99,,,,,,,,,,,,,,
20/10/2014,14,15,-99,10,21,17,-99,-99,-99,-99,-99,7,10,21,-99,,,,,,,,,,,,,,
20/10/2014,15,12,-99,4,16,5,-99,-99,-99,-99,-99,8,11,9,-99,,,,,,,,,,,,,,
20/10/2014,16,18,-99,11,8,11,-99,-99,-99,-99,-99,7,9,6,-99,,,,,,,,,,,,,,
20/10/2014,17,29,-99,9,19,8,-99,-99,-99,-99,-99,9,10,5,-99,,,,,,,,,,,,,,
20/10/2014,18,28,-99,7,-99,9,-99,-99,-99,-99,-99,8,4,11,-99,,,,,,,,,,,,,,
20/10/2014,19,12,-99,6,-99,14,-99,-99,-99,-99,-99,12,6,21,-99,,,,,,,,,,,,,,
20/10/2014,20,-99,-99,5,-99,1,-99,-99,-99,-99,6,17,8,3,-99,,,,,,,,,,,,,,
20/10/2014,21,11,-99,7,2,9,-99,-99,-99,-99,11,14,10,9,-99,,,,,,,,,,,,,,
20/10/2014,22,4,-99,6,10,6,-99,-99,-99,-99,7,9,6,9,-99,,,,,,,,,,,,,,
20/10/2014,23,4,-99,3,3,4,-99,-99,-99,-99,4,3,4,-99,-99,,,,,,,,,,,,,,
20/10/2014,24,16,-99,5,14,3,-99,-99,-99,-99,-99,3,-99,13,-99,,,,,,,,,,,,,,
21/10/2014,1,6,-99,-99,6,-99,22,-99,1,-99,4,2,-99,4,-99,,,,,,,,,,,,,,
21/10/2014,2,-99,-99,-99,10,-99,7,-99,7,-99,3,-99,2,-99,-99,,,,,,,,,,,,,,
21/10/2014,3,6,-99,-99,1,4,4,-99,5,-99,4,8,5,4,-99,,,,,,,,,,,,,,
21/10/2014,4,13,-99,4,4,6,3,-99,10,-99,3,14,1,13,-99,,,,,,,,,,,,,,
21/10/2014,5,13,-99,2,8,13,4,-99,-99,-99,5,12,4,-99,-99,,,,,,,,,,,,,,
21/10/2014,6,15,-99,3,10,15,10,-99,7,-99,14,8,7,16,-99,,,,,,,,,,,,,,
21/10/2014,7,22,-99,7,10,22,14,-99,13,-99,16,18,12,26,-99,,,,,,,,,,,,,,
21/10/2014,8,24,-99,11,20,16,7,-99,21,-99,14,17,15,23,-99,,,,,,,,,,,,,,
21/10/2014,9,22,-99,10,30,17,7,-99,10,-99,4,18,12,14,-99,,,,,,,,,,,,,,
21/10/2014,10,12,-99,18,17,17,9,-99,10,4,11,5,16,23,-99,,,,,,,,,,,,,,
21/10/2014,11,-99,-99,17,5,8,5,-99,23,17,6,3,14,2,-99,,,,,,,,,,,,,,
21/10/2014,12,-99,-99,5,18,4,3,-99,15,24,-99,8,7,1,-99,,,,,,,,,,,,,,
21/10/2014,13,-99,-99,10,-99,22,4,-99,10,5,5,9,7,9,-99,,,,,,,,,,,,,,
21/10/2014,14,-99,-99,6,15,15,5,-99,-99,20,5,15,6,12,-99,,,,,,,,,,,,,,
21/10/2014,15,-99,-99,9,11,20,5,-99,-99,-99,-99,10,7,8,-99,,,,,,,,,,,,,,
21/10/2014,16,-99,-99,9,36,23,5,-99,18,23,2,13,11,22,-99,,,,,,,,,,,,,,
21/10/2014,17,-99,-99,9,2,15,13,-99,26,25,11,11,10,9,-99,,,,,,,,,,,,,,
21/10/2014,18,-99,-99,16,14,9,9,-99,-99,15,11,11,12,5,-99,,,,,,,,,,,,,,
21/10/2014,19,-99,-99,10,11,8,4,-99,5,8,12,14,10,-99,-99,,,,,,,,,,,,,,
21/10/2014,20,8,-99,8,7,5,5,-99,11,10,7,9,8,3,-99,,,,,,,,,,,,,,
21/10/2014,21,6,-99,5,8,8,7,-99,5,10,10,15,5,6,-99,,,,,,,,,,,,,,
21/10/2014,22,10,-99,7,10,6,4,-99,7,-99,6,7,7,4,-99,,,,,,,,,,,,,,
21/10/2014,23,11,-99,5,5,2,5,-99,3,10,5,15,9,-99,-99,,,,,,,,,,,,,,
21/10/2014,24,1,-99,3,10,8,1,-99,7,8,2,9,4,-99,-99,,,,,,,,,,,,,,
22/10/2014,1,9,-99,-99,7,5,3,6,7,4,9,1,5,-99,-99,,,,,,,,,,,,,,
22/10/2014,2,12,-99,6,6,15,2,7,7,-99,7,5,7,2,-99,,,,,,,,,,,,,,
22/10/2014,3,6,-99,6,9,17,8,8,4,7,7,2,5,21,-99,,,,,,,,,,,,,,
22/10/2014,4,2,-99,1,9,12,8,2,3,2,8,8,-99,21,-99,,,,,,,,,,,,,,
22/10/2014,5,6,-99,4,2,10,12,7,2,1,10,1,7,27,-99,,,,,,,,,,,,,,
22/10/2014,6,13,-99,2,8,13,4,4,10,2,10,14,7,22,-99,,,,,,,,,,,,,,
22/10/2014,7,9,-99,7,11,19,8,7,5,3,11,11,15,25,-99,,,,,,,,,,,,,,
22/10/2014,8,13,-99,12,6,17,10,6,8,6,14,16,14,6,-99,,,,,,,,,,,,,,
22/10/2014,9,10,-99,7,13,21,9,4,7,3,14,11,4,24,-99,,,,,,,,,,,,,,
22/10/2014,10,8,-99,-99,6,8,11,2,20,-99,8,13,5,12,-99,,,,,,,,,,,,,,
22/10/2014,11,22,-99,2,22,8,3,4,-99,-99,-99,12,3,14,-99,,,,,,,,,,,,,,
22/10/2014,12,20,-99,4,-99,5,3,8,13,-99,-99,14,-99,-99,-99,,,,,,,,,,,,,,
22/10/2014,13,11,-99,1,-99,26,2,8,8,-99,-99,10,-99,-99,-99,,,,,,,,,,,,,,
22/10/2014,14,16,-99,7,18,-99,8,19,11,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,
22/10/2014,15,11,-99,11,41,20,1,10,2,-99,-99,-99,12,-99,-99,,,,,,,,,,,,,,
22/10/2014,16,17,-99,7,15,3,7,18,-99,22,-99,-99,3,-99,-99,,,,,,,,,,,,,,
22/10/2014,17,19,-99,8,-99,8,7,12,-99,34,11,-99,9,-99,-99,,,,,,,,,,,,,,
22/10/2014,18,16,-99,9,7,11,9,-99,10,5,9,13,9,-99,-99,,,,,,,,,,,,,,
22/10/2014,19,9,-99,11,3,11,8,9,10,13,16,13,10,-99,-99,,,,,,,,,,,,,,
22/10/2014,20,30,-99,7,-99,13,6,16,6,8,11,6,10,-99,-99,,,,,,,,,,,,,,
22/10/2014,21,5,-99,6,3,11,5,15,8,8,13,10,10,-99,-99,,,,,,,,,,,,,,
22/10/2014,22,12,-99,10,10,1,4,12,4,3,6,15,9,-99,-99,,,,,,,,,,,,,,
22/10/2014,23,3,-99,8,5,14,6,3,10,7,4,7,9,-99,-99,,,,,,,,,,,,,,
22/10/2014,24,3,-99,5,6,6,7,5,4,8,4,6,5,-99,-99,,,,,,,,,,,,,,
23/10/2014,1,8,-99,-99,2,12,10,3,1,-99,8,10,-99,-99,-99,,,,,,,,,,,,,,
23/10/2014,2,8,-99,4,6,8,3,7,4,3,5,6,-99,-99,-99,,,,,,,,,,,,,,
23/10/2014,3,1,-99,8,8,1,3,7,4,1,3,4,-99,-99,-99,,,,,,,,,,,,,,
23/10/2014,4,5,-99,3,6,4,5,2,-99,6,4,8,5,-99,-99,,,,,,,,,,,,,,
23/10/2014,5,9,-99,4,10,10,7,-99,8,9,4,12,6,-99,-99,,,,,,,,,,,,,,
23/10/2014,6,6,-99,7,4,9,9,3,1,-99,2,16,6,-99,-99,,,,,,,,,,,,,,
23/10/2014,7,10,-99,6,7,9,5,6,3,4,11,13,10,-99,-99,,,,,,,,,,,,,,
23/10/2014,8,13,-99,8,8,10,7,7,13,7,7,20,8,-99,-99,,,,,,,,,,,,,,
23/10/2014,9,26,-99,7,6,-99,4,10,8,6,4,10,7,-99,-99,,,,,,,,,,,,,,
23/10/2014,10,4,-99,1,13,17,1,16,3,14,-99,10,-99,-99,-99,,,,,,,,,,,,,,
23/10/2014,11,29,-99,10,11,13,6,16,20,44,-99,10,9,-99,-99,,,,,,,,,,,,,,
23/10/2014,12,15,-99,18,11,13,1,24,-99,5,-99,10,8,-99,-99,,,,,,,,,,,,,,
23/10/2014,13,23,-99,13,37,13,3,24,-99,2,-99,12,3,-99,-99,,,,,,,,,,,,,,
23/10/2014,14,7,-99,11,22,21,7,23,-99,11,5,7,6,-99,-99,,,,,,,,,,,,,,
23/10/2014,15,10,-99,6,-99,11,7,12,10,34,5,17,9,-99,-99,,,,,,,,,,,,,,
23/10/2014,16,11,-99,11,7,14,3,7,9,28,1,11,4,-99,-99,,,,,,,,,,,,,,
23/10/2014,17,21,-99,10,22,12,11,4,11,-99,6,10,8,-99,-99,,,,,,,,,,,,,,
23/10/2014,18,3,-99,6,-99,7,7,9,24,19,9,7,9,-99,-99,,,,,,,,,,,,,,
23/10/2014,19,14,-99,10,13,9,9,14,-99,8,12,13,6,-99,-99,,,,,,,,,,,,,,
23/10/2014,20,7,-99,4,1,7,9,8,13,6,13,13,12,-99,-99,,,,,,,,,,,,,,
23/10/2014,21,3,-99,10,3,7,13,3,3,4,13,7,14,-99,-99,,,,,,,,,,,,,,
23/10/2014,22,17,-99,7,1,14,9,12,4,8,7,9,14,-99,-99,,,,,,,,,,,,,,
23/10/2014,23,5,-99,4,3,-99,8,6,7,2,10,12,9,-99,-99,,,,,,,,,,,,,,
23/10/2014,24,4,-99,6,4,-99,2,7,10,-99,1,14,7,-99,-99,,,,,,,,,,,,,,
24/10/2014,1,10,-99,7,9,-99,7,6,2,3,2,9,6,-99,-99,,,,,,,,,,,,,,
24/10/2014,2,2,-99,6,3,-99,3,4,8,4,3,7,6,-99,-99,,,,,,,,,,,,,,
24/10/2014,3,4,-99,7,8,-99,8,8,9,6,1,4,-99,-99,-99,,,,,,,,,,,,,,
24/10/2014,4,8,-99,7,5,2,4,2,8,9,-99,2,4,-99,-99,,,,,,,,,,,,,,
24/10/2014,5,13,-99,4,5,4,2,6,3,6,6,9,1,-99,-99,,,,,,,,,,,,,,
24/10/2014,6,11,-99,5,3,9,9,9,6,3,9,9,10,-99,-99,,,,,,,,,,,,,,
24/10/2014,7,17,-99,6,14,12,10,7,9,1,13,8,12,-99,-99,,,,,,,,,,,,,,
24/10/2014,8,10,-99,4,7,16,10,8,17,1,7,15,5,-99,-99,,,,,,,,,,,,,,
24/10/2014,9,18,-99,13,17,13,8,8,9,21,3,13,4,-99,-99,,,,,,,,,,,,,,
24/10/2014,10,12,-99,12,19,9,5,32,7,-99,7,10,11,-99,-99,,,,,,,,,,,,,,
24/10/2014,11,23,-99,10,21,2,5,17,-99,-99,2,-99,5,-99,-99,,,,,,,,,,,,,,
24/10/2014,12,25,-99,6,16,-99,3,11,11,15,2,14,3,-99,-99,,,,,,,,,,,,,,
24/10/2014,13,21,-99,5,-99,-99,4,13,12,40,-99,13,-99,-99,-99,,,,,,,,,,,,,,
24/10/2014,14,18,-99,11,-99,12,6,21,5,32,4,18,5,-99,-99,,,,,,,,,,,,,,
24/10/2014,15,13,-99,12,-99,6,9,15,-99,42,11,15,3,-99,-99,,,,,,,,,,,,,,
24/10/2014,16,14,-99,8,25,10,8,4,3,16,2,11,6,-99,-99,,,,,,,,,,,,,,
24/10/2014,17,3,-99,8,5,-99,8,-99,7,3,8,7,10,-99,-99,,,,,,,,,,,,,,
24/10/2014,18,19,-99,12,3,5,6,3,-99,7,13,9,12,-99,-99,,,,,,,,,,,,,,
24/10/2014,19,26,-99,7,3,4,8,4,19,8,13,5,11,-99,-99,,,,,,,,,,,,,,
24/10/2014,20,8,-99,9,7,9,8,15,11,7,9,16,12,-99,-99,,,,,,,,,,,,,,
24/10/2014,21,1,-99,8,7,1,9,8,7,3,10,13,14,-99,-99,,,,,,,,,,,,,,
24/10/2014,22,16,-99,10,13,18,9,11,11,5,11,11,11,-99,-99,,,,,,,,,,,,,,
24/10/2014,23,15,-99,9,12,10,13,10,9,6,11,7,12,-99,-99,,,,,,,,,,,,,,
24/10/2014,24,13,-99,8,12,14,48,9,10,-99,10,9,7,-99,-99,,,,,,,,,,,,,,
25/10/2014,1,13,-99,6,14,17,57,7,10,7,13,14,8,-99,-99,,,,,,,,,,,,,,
25/10/2014,2,15,-99,8,11,7,16,9,8,7,9,17,8,-99,-99,,,,,,,,,,,,,,
25/10/2014,3,11,-99,5,11,11,4,6,8,7,8,14,7,-99,-99,,,,,,,,,,,,,,
25/10/2014,4,10,-99,5,7,14,6,5,6,1,13,10,7,-99,-99,,,,,,,,,,,,,,
25/10/2014,5,15,-99,4,12,13,11,7,12,1,11,17,17,-99,-99,,,,,,,,,,,,,,
25/10/2014,6,12,-99,9,15,16,7,12,6,9,14,12,17,-99,-99,,,,,,,,,,,,,,
25/10/2014,7,9,-99,12,-99,6,4,13,6,7,1,4,11,-99,-99,,,,,,,,,,,,,,
25/10/2014,8,10,-99,7,6,8,5,10,7,6,8,12,8,-99,-99,,,,,,,,,,,,,,
25/10/2014,9,8,-99,10,9,7,2,13,4,10,1,26,3,-99,-99,,,,,,,,,,,,,,
25/10/2014,10,12,-99,7,12,4,5,10,-99,10,-99,16,1,-99,-99,,,,,,,,,,,,,,
25/10/2014,11,18,-99,1,18,12,-99,4,19,22,4,10,1,-99,-99,,,,,,,,,,,,,,
25/10/2014,12,17,-99,7,41,20,1,19,18,-99,3,23,3,-99,-99,,,,,,,,,,,,,,
25/10/2014,13,14,-99,6,33,3,4,26,-99,36,-99,17,-99,-99,-99,,,,,,,,,,,,,,
25/10/2014,14,18,-99,10,27,27,6,18,1,28,-99,13,6,-99,-99,,,,,,,,,,,,,,
25/10/2014,15,15,-99,13,36,28,2,13,5,31,-99,13,7,-99,-99,,,,,,,,,,,,,,
25/10/2014,16,17,-99,8,-99,9,8,11,-99,7,5,16,6,-99,-99,,,,,,,,,,,,,,
25/10/2014,17,12,-99,11,12,6,6,7,-99,-99,6,10,5,-99,-99,,,,,,,,,,,,,,
25/10/2014,18,13,-99,12,17,-99,11,6,-99,22,7,9,12,-99,-99,,,,,,,,,,,,,,
25/10/2014,19,23,-99,16,18,3,9,5,-99,11,22,8,10,-99,-99,,,,,,,,,,,,,,
25/10/2014,20,19,-99,18,7,9,11,11,14,10,18,10,17,-99,-99,,,,,,,,,,,,,,
25/10/2014,21,9,-99,13,11,10,9,8,8,11,10,16,25,-99,-99,,,,,,,,,,,,,,
25/10/2014,22,15,-99,11,13,4,7,9,13,7,14,22,16,-99,-99,,,,,,,,,,,,,,
25/10/2014,23,16,-99,11,13,16,11,10,11,13,10,23,12,-99,-99,,,,,,,,,,,,,,
25/10/2014,24,22,-99,12,21,4,5,7,7,14,8,14,14,-99,-99,,,,,,,,,,,,,,
26/10/2014,1,32,-99,19,22,22,1,18,13,13,2,19,21,10,-99,,,,,,,,,,,,,,
26/10/2014,2,32,-99,24,13,10,7,24,8,15,10,17,21,13,-99,,,,,,,,,,,,,,
26/10/2014,3,15,-99,18,17,6,10,23,16,16,12,15,14,8,-99,,,,,,,,,,,,,,
26/10/2014,4,18,-99,18,18,15,11,19,13,23,5,17,8,21,-99,,,,,,,,,,,,,,
26/10/2014,5,14,-99,19,14,14,11,15,10,15,9,23,9,18,-99,,,,,,,,,,,,,,
26/10/2014,6,19,-99,11,16,12,12,19,23,18,13,24,14,-99,-99,,,,,,,,,,,,,,
26/10/2014,7,18,-99,15,18,11,20,14,20,16,10,24,15,15,-99,,,,,,,,,,,,,,
26/10/2014,8,17,-99,11,15,16,14,14,30,18,11,31,18,21,-99,,,,,,,,,,,,,,
26/10/2014,9,23,-99,15,17,20,10,30,21,22,11,34,13,9,-99,,,,,,,,,,,,,,
26/10/2014,10,29,-99,22,42,33,14,38,29,31,13,40,20,33,-99,,,,,,,,,,,,,,
26/10/2014,11,48,-99,24,68,49,28,26,39,54,27,48,20,36,-99,,,,,,,,,,,,,,
26/10/2014,12,35,-99,26,68,50,39,55,63,72,28,45,29,49,-99,,,,,,,,,,,,,,
26/10/2014,13,38,-99,25,64,53,35,23,29,61,33,38,22,34,-99,,,,,,,,,,,,,,
26/10/2014,14,24,-99,17,15,38,25,33,30,8,20,23,21,16,-99,,,,,,,,,,,,,,
26/10/2014,15,37,-99,19,51,53,15,39,23,21,8,27,22,50,-99,,,,,,,,,,,,,,
26/10/2014,16,38,-99,22,54,31,19,45,19,40,10,31,26,26,-99,,,,,,,,,,,,,,
26/10/2014,17,38,-99,26,26,31,17,34,21,5,10,24,20,31,-99,,,,,,,,,,,,,,
26/10/2014,18,33,-99,30,51,20,17,39,4,35,19,24,26,4,-99,,,,,,,,,,,,,,
26/10/2014,19,12,-99,30,42,24,21,26,10,31,35,28,33,23,-99,,,,,,,,,,,,,,
26/10/2014,20,7,-99,30,18,28,33,39,9,32,27,20,45,39,-99,,,,,,,,,,,,,,
26/10/2014,21,11,-99,29,15,21,17,23,13,22,17,8,33,26,-99,,,,,,,,,,,,,,
26/10/2014,22,20,-99,19,12,18,5,21,14,17,9,14,14,15,-99,,,,,,,,,,,,,,
26/10/2014,23,16,-99,19,15,14,9,21,17,17,13,17,13,14,-99,,,,,,,,,,,,,,
26/10/2014,24,34,-99,16,28,15,18,14,16,12,20,15,21,16,-99,,,,,,,,,,,,,,
27/10/2014,1,29,-99,19,29,15,20,15,25,18,17,20,31,18,-99,,,,,,,,,,,,,,
27/10/2014,2,24,-99,14,20,19,21,18,18,14,19,17,44,25,-99,,,,,,,,,,,,,,
27/10/2014,3,21,-99,15,15,22,18,18,24,18,16,13,39,23,-99,,,,,,,,,,,,,,
27/10/2014,4,20,-99,15,21,23,21,17,27,21,23,16,39,19,-99,,,,,,,,,,,,,,
27/10/2014,5,22,-99,15,27,29,23,14,28,23,19,16,36,21,-99,,,,,,,,,,,,,,
27/10/2014,6,27,-99,13,28,27,22,18,29,20,28,20,24,28,-99,,,,,,,,,,,,,,
27/10/2014,7,41,-99,15,35,32,25,21,29,24,29,24,26,24,-99,,,,,,,,,,,,,,
27/10/2014,8,37,-99,18,33,41,23,16,15,25,23,31,23,34,-99,,,,,,,,,,,,,,
27/10/2014,9,45,-99,17,34,50,30,30,29,9,16,43,20,36,-99,,,,,,,,,,,,,,
27/10/2014,10,43,-99,26,32,56,38,34,25,-99,32,47,30,45,-99,,,,,,,,,,,,,,
27/10/2014,11,61,-99,26,35,46,51,19,33,-99,33,56,21,25,-99,,,,,,,,,,,,,,
27/10/2014,12,48,-99,22,30,51,30,30,46,20,25,50,12,55,-99,,,,,,,,,,,,,,
27/10/2014,13,46,-99,27,10,56,20,45,28,57,32,46,19,35,-99,,,,,,,,,,,,,,
27/10/2014,14,39,-99,26,7,44,31,30,26,88,35,36,18,49,-99,,,,,,,,,,,,,,
27/10/2014,15,37,-99,25,13,50,29,38,30,79,34,34,24,54,-99,,,,,,,,,,,,,,
27/10/2014,16,37,-99,26,25,52,35,37,25,42,29,30,29,61,-99,,,,,,,,,,,,,,
27/10/2014,17,39,-99,32,55,44,29,44,31,7,16,19,39,51,-99,,,,,,,,,,,,,,
27/10/2014,18,35,-99,33,28,29,30,46,28,20,23,43,34,30,-99,,,,,,,,,,,,,,
27/10/2014,19,44,-99,33,31,40,29,40,25,38,37,33,44,26,-99,,,,,,,,,,,,,,
27/10/2014,20,35,-99,32,17,14,23,48,38,30,29,26,32,33,-99,,,,,,,,,,,,,,
27/10/2014,21,21,-99,36,33,19,21,50,18,31,21,24,30,41,-99,,,,,,,,,,,,,,
27/10/2014,22,41,-99,31,29,28,25,40,19,29,15,28,31,41,-99,,,,,,,,,,,,,,
27/10/2014,23,28,-99,27,24,36,28,24,24,24,16,28,30,41,-99,,,,,,,,,,,,,,
